name	replicate	type	bam
TNRC6A	TNRC6A_4_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_c4_filtered.bam
SH2B3	SH2B3_5_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_c8_filtered.bam
TNRC6A	TNRC6A_4_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_g1_filtered.bam
TNRC6A	TNRC6A_4_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_c3_filtered.bam
TNRC6A	TNRC6A_4_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_c1_filtered.bam
TNRC6A	TNRC6A_4_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_c5_filtered.bam
TNRC6A	TNRC6A_4_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_c6_filtered.bam
TNRC6A	TNRC6A_4_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_c8_filtered.bam
SH2B3	SH2B3_5_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_g1_filtered.bam
TNRC6A	TNRC6A_4_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_c7_filtered.bam
TNRC6A	TNRC6A_4_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_g3_filtered.bam
TNRC6A	TNRC6A_4_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_c2_filtered.bam
TNRC6A	TNRC6A_4_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_g2_filtered.bam
UBAC1	UBAC1_8_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_c6_filtered.bam
TNRC6A	TNRC6A_4_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/TNRC6A_4_g4_filtered.bam
UBAC1	UBAC1_8_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_c4_filtered.bam
UGCG	UGCG_9_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_c2_filtered.bam
UGCG	UGCG_9_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_c5_filtered.bam
UGCG	UGCG_9_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_c7_filtered.bam
UGCG	UGCG_9_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_c4_filtered.bam
UGCG	UGCG_9_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_c1_filtered.bam
UBAC1	UBAC1_8_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_c5_filtered.bam
UBAC1	UBAC1_8_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_c1_filtered.bam
UGCG	UGCG_9_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_c8_filtered.bam
UBAC1	UBAC1_8_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_g1_filtered.bam
UBAC1	UBAC1_8_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_g4_filtered.bam
UBAC1	UBAC1_8_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_c7_filtered.bam
UGCG	UGCG_9_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_g4_filtered.bam
UBAC1	UBAC1_8_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_c3_filtered.bam
UGCG	UGCG_9_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_c3_filtered.bam
UBAC1	UBAC1_8_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_c2_filtered.bam
UBAC1	UBAC1_8_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_g3_filtered.bam
UGCG	UGCG_9_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_c6_filtered.bam
ZNRF3	ZNRF3_11_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_c1_filtered.bam
ZNRF3	ZNRF3_11_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_c3_filtered.bam
ZNRF3	ZNRF3_11_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_c7_filtered.bam
ZNRF3	ZNRF3_11_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_c2_filtered.bam
UGCG	UGCG_9_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_g3_filtered.bam
UBAC1	UBAC1_8_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UBAC1_8_g2_filtered.bam
ZNRF3	ZNRF3_11_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_g2_filtered.bam
ZNRF3	ZNRF3_11_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_c4_filtered.bam
ZNRF3	ZNRF3_11_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_g1_filtered.bam
ZNRF3	ZNRF3_11_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_c5_filtered.bam
UGCG	UGCG_9_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_g2_filtered.bam
ZNRF3	ZNRF3_11_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_g3_filtered.bam
ZNRF3	ZNRF3_11_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_c6_filtered.bam
UGCG	UGCG_9_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/UGCG_9_g1_filtered.bam
ZNRF3	ZNRF3_11_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_c8_filtered.bam
ZNRF3	ZNRF3_11_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/ZNRF3_11_g4_filtered.bam
